"GENDER","SCHOOL","MAXLOGIN","ISTEACHER","DAYREAD","ARTNUM","ISPAY","IS15VIP","ISPASS","EXERATE","READRATE","EXTENDRATE","TRANSRATE"
"未知","专科",24,"是",3,4,"否","是","否",0,0.25,0,0
"未知","专科",16,"是",2,4,"否","是","否",0.5,0.25,0.25,0.25
"未知","专科",27,"是",3,4,"否","是","否",0.5,0,0,0
"女","专科",25,"是",4,4,"否","是","否",1,0.25,1,1
"未知","专科",10,"是",2,4,"否","是","否",1,0,0.25,0
"女","专科",16,"是",3,4,"否","是","否",1,0.75,1,1
"女","专科",15,"是",3,4,"否","是","否",1,0,0,1
"男","专科",22,"是",3,4,"否","是","否",1,0.75,0.25,1
"男","专科",14,"是",3,4,"否","是","否",1,0,0,0
"未知","专科",22,"是",3,4,"否","是","否",1,0.5,1,1
"女","专科",24,"是",3,4,"否","是","是",0.75,0.5,0,0.25
"未知","专科",16,"是",3,4,"否","是","否",1,0.75,1,1
"未知","专科",20,"是",3,4,"否","是","否",0.75,0,0.75,1
"女","专科",25,"是",3,4,"否","是","否",1,0.5,0.5,0.5
"女","专科",25,"是",2,4,"否","是","否",1,0,0,1
"女","专科",28,"是",4,4,"否","是","是",1,1,0.75,0.75
"未知","专科",6,"是",1,4,"否","是","否",1,0,0.75,0.75
"男","专科",26,"是",2,4,"否","是","否",1,0,0.25,0.25
"男","专科",27,"是",2,4,"否","是","否",1,0.25,1,1
"未知","专科",15,"是",3,4,"否","是","否",1,1,0,0
"男","专科",21,"是",1,4,"否","是","否",1,0,0,0
"未知","专科",25,"是",3,4,"否","否","否",0,0,0,0
"未知","专科",15,"是",2,4,"否","是","否",1,1,0.75,1
"女","专科",15,"是",2,4,"否","是","是",1,0,0,0.25
"女","本科",25,"是",3,4,"否","是","是",1,0,0.5,0.25
"未知","本科",19,"是",3,4,"否","是","是",1,1,0,0.5
"女","本科",21,"是",3,4,"否","是","否",0.5,1,0.5,0.25
"男","本科",28,"是",3,4,"否","是","是",1,1,0.5,1
"未知","本科",27,"是",3,4,"否","是","是",0.75,1,0.25,0.75
"未知","本科",24,"是",3,4,"否","是","否",1,0,0,0
"男","本科",26,"是",2,4,"否","是","否",1,0,0,1
"未知","本科",19,"是",3,4,"否","是","否",1,0.75,1,1
"女","专科",23,"是",3,4,"否","是","是",1,0.5,0.25,1
"女","未知",15,"否",2,4,"否","是","否",1,0,0,0.25
"男","专科",24,"是",4,4,"否","是","是",0.75,0,0.25,0
"未知","未知",9,"否",2,4,"否","是","否",1,0,0,0
"男","本科",18,"是",3,4,"否","是","否",1,1,1,1
"未知","本科",21,"是",4,4,"否","是","是",0.75,0,0.25,0
"未知","本科",8,"是",4,4,"否","是","否",1,0.25,0.5,0.25
"男","211",14,"是",2,4,"否","是","否",0.75,1,0.5,0.25
"未知","未知",22,"否",4,4,"否","是","否",0.5,0.5,0.25,0
"未知","211",8,"是",2,4,"否","是","否",1,0.25,0.25,0.25
"女","本科",25,"是",3,4,"否","是","否",0.5,0.5,0.5,0.5
"男","专科",21,"是",4,4,"否","是","否",0.75,0,0,0
"男","专科",23,"是",4,4,"否","是","否",0.25,0.25,0.25,0.25
"男","专科",12,"是",4,4,"否","是","否",1,0.75,1,1
"未知","专科",24,"是",3,4,"否","是","是",1,0,0.25,0.25
"男","专科",22,"是",4,4,"否","是","是",1,0,0,0
"女","专科",21,"是",4,4,"否","是","是",1,0.5,0.75,1
"未知","专科",13,"是",3,4,"否","是","否",0.75,0.5,0,0.25
"女","专科",24,"是",3,4,"否","是","否",0.5,0.5,0.25,0.5
"未知","专科",13,"是",3,4,"否","是","否",1,0,1,1
"未知","985",18,"是",2,4,"否","是","否",0,0,0,0
"未知","专科",12,"是",3,4,"否","否","否",0,0,0,0
"未知","本科",14,"是",4,4,"否","是","否",1,1,1,1
"未知","本科",7,"是",1,4,"否","是","否",1,0,0,0
"男","专科",22,"是",3,4,"否","是","否",1,0,0.5,0.75
"未知","专科",21,"是",4,4,"否","是","是",1,0,0.5,1
"男","专科",23,"是",4,4,"否","是","否",0.75,0.25,0.75,0.75
"未知","专科",24,"是",4,4,"否","是","是",0.75,0.75,0.75,0.5
"未知","专科",22,"是",3,4,"否","是","是",0.75,0,0,0
"未知","专科",21,"是",3,4,"否","是","否",0.5,0,0.25,0
"女","专科",20,"是",4,4,"否","是","否",1,1,0.25,1
"男","专科",22,"是",2,4,"否","是","是",1,0,0,0.25
"未知","本科",14,"是",2,4,"否","是","是",1,0,0,0
"未知","专科",22,"是",4,4,"否","是","否",0.75,0,0.75,0.75
"男","专科",21,"是",4,4,"否","是","是",1,0,0.75,1
"未知","本科",14,"是",4,4,"否","是","是",1,1,0.75,1
"未知","本科",14,"是",1,4,"否","是","是",1,0,0,0
"女","未知",9,"否",2,4,"否","是","否",1,0.25,1,0.25
"男","本科",14,"是",1,4,"否","是","否",1,0,0,0
"女","本科",16,"是",2,4,"否","是","是",0.5,0,0,0
"女","本科",12,"是",2,4,"否","是","否",0.75,1,0.5,1
"未知","未知",11,"否",2,4,"否","是","否",1,0,0.25,0
"女","未知",8,"否",3,4,"否","是","否",0,0,0,0
"男","专科",10,"是",3,4,"否","是","否",1,0,0.75,0.75
"未知","专科",19,"是",2,4,"否","是","是",1,0,0.25,1
"未知","专科",8,"是",2,4,"否","否","否",0,0,0,0
"男","专科",9,"是",3,4,"否","是","否",1,0.25,0,0.25
"女","专科",18,"是",2,4,"否","是","否",0.75,0.75,0,0
"男","专科",19,"是",3,4,"否","是","否",1,0,1,1
"男","专科",18,"是",3,4,"否","是","是",1,1,0,0
"男","专科",9,"是",3,4,"否","是","是",1,0,0.25,0.5
"未知","专科",21,"是",3,4,"否","是","否",1,0,0.25,0.5
"未知","专科",19,"是",3,4,"否","是","是",1,0.25,0.75,0.75
"未知","专科",23,"是",3,4,"否","是","否",0.75,0,1,0.75
"女","211",6,"是",1,4,"否","是","否",1,1,1,1
"男","专科",19,"是",3,4,"否","是","否",0.75,0.25,0.25,0.5
"男","专科",20,"是",4,4,"否","是","是",1,0,0.75,0.75
"未知","未知",16,"否",4,4,"否","是","否",1,0.25,0.25,0.75
"未知","专科",17,"是",3,4,"否","是","否",0.5,0,0,0
"未知","专科",9,"是",3,4,"否","是","否",1,0.5,1,0.5
"女","本科",20,"是",2,4,"否","是","是",1,0.25,1,0.75
"未知","专科",21,"是",4,4,"否","是","是",0.75,0.5,0.5,0.75
"未知","本科",3,"是",1,4,"否","是","否",1,0,0,0
"未知","专科",18,"是",3,4,"否","是","否",0.75,0.5,0.75,0.75
"男","本科",13,"是",4,4,"否","是","否",1,0,0.75,0
"女","本科",12,"是",2,4,"否","是","是",1,1,1,1
"未知","本科",5,"是",1,4,"否","是","是",1,1,0.25,0
"未知","专科",7,"是",3,4,"否","是","否",0.75,0.75,0.5,0.5
"未知","本科",3,"是",1,4,"否","是","是",1,1,1,1
"未知","专科",6,"是",2,4,"否","否","否",0,0,0,0
"未知","未知",1,"否",1,4,"否","是","否",1,0,0,1
"未知","本科",14,"是",2,4,"否","是","是",1,0.5,0,1
"未知","未知",7,"否",2,4,"否","是","否",0.75,0,0.25,0.25
"女","本科",13,"否",4,4,"否","是","否",1,0,1,1
"未知","本科",4,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",1,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",1,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",10,"是",1,4,"否","是","否",1,1,0,1
"未知","未知",15,"否",3,4,"否","否","否",0,0,0,0
"未知","本科",1,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",11,"是",1,4,"否","是","是",1,0.25,0.25,1
"未知","211",14,"是",2,4,"否","是","否",1,1,1,1
"未知","未知",18,"否",4,4,"否","是","否",0.25,0,0.75,0.25
"女","未知",17,"否",2,4,"否","是","否",0.5,0,0.5,0.25
"未知","211",10,"是",2,4,"否","是","是",0,0,0,0
"女","本科",16,"是",1,4,"否","是","否",0,0,0,0
"女","专科",14,"是",3,4,"否","是","否",1,0.75,0.25,1
"女","专科",16,"是",2,4,"否","是","是",0,0,0,0
"未知","专科",14,"是",3,4,"否","是","是",1,0.5,0.75,0.75
"女","专科",15,"是",4,4,"否","是","是",0.75,0.75,0.75,0.75
"女","专科",19,"是",3,4,"否","是","否",1,0.75,1,1
"男","专科",19,"是",3,4,"否","是","否",0.5,0.5,0.75,0.5
"女","专科",19,"是",3,4,"否","是","是",0.75,1,1,1
"未知","专科",15,"是",3,4,"否","是","是",0.75,0,0,0
"女","本科",17,"是",2,4,"否","是","否",1,0.75,0.75,0.75
"女","本科",16,"是",3,4,"否","是","否",1,0,0.25,0.75
"女","本科",19,"是",3,4,"否","是","是",0.75,0.75,0.75,0
"女","本科",19,"是",3,4,"否","是","是",1,1,1,1
"女","本科",19,"是",2,4,"是","是","是",1,1,1,1
"未知","本科",18,"是",3,4,"否","是","是",1,0.5,0.5,0.75
"未知","本科",14,"是",2,4,"否","是","否",1,0,0,0
"男","本科",17,"是",4,4,"否","是","是",1,0,0.5,0.5
"男","本科",15,"是",2,4,"否","是","否",1,0,0.25,0.5
"未知","本科",14,"是",4,4,"否","是","否",1,0,1,0.75
"男","本科",13,"是",3,4,"否","是","否",1,0,0.75,1
"未知","211",1,"是",1,4,"否","是","否",1,0.5,0.25,1
"男","本科",16,"是",4,4,"否","是","否",1,0.5,0,0.5
"女","本科",7,"是",2,4,"否","是","是",0.75,0,0.75,0.5
"女","本科",18,"是",4,4,"否","是","是",0.75,0.5,0.25,0
"未知","本科",17,"是",2,4,"否","是","否",1,1,0.5,0
"女","本科",18,"是",3,4,"否","是","是",1,0.5,0.75,0
"未知","本科",5,"是",4,4,"否","是","否",0.75,0.75,0.75,0.75
"男","未知",5,"否",2,4,"否","是","否",0.5,0,0,0
"未知","211",1,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",19,"是",2,4,"否","是","是",1,0.5,0,0
"女","本科",18,"是",2,4,"否","是","是",1,0.5,0.25,0
"男","本科",17,"是",4,4,"否","是","是",1,0,0.75,0.75
"女","本科",17,"是",2,4,"否","是","否",0.5,0,0,0
"男","本科",18,"是",2,4,"否","是","是",1,1,1,1
"未知","本科",18,"是",3,4,"否","是","是",1,0,0.5,0
"男","本科",12,"是",2,4,"否","是","是",1,0,0.5,0.5
"男","本科",18,"是",3,4,"否","是","是",1,0.5,0.25,0
"女","本科",14,"是",4,4,"否","是","否",1,1,0.5,0.5
"女","本科",15,"是",2,4,"否","是","是",1,0.5,0.5,1
"女","本科",18,"是",3,4,"否","是","是",1,1,0.75,0.25
"男","本科",13,"是",2,4,"否","否","是",1,0.25,0.25,0.75
"男","本科",14,"是",1,4,"否","是","是",1,0,1,1
"男","本科",14,"是",3,4,"否","是","是",1,1,1,1
"男","本科",18,"是",3,4,"否","是","否",1,0.5,0.75,0
"男","985",17,"是",3,4,"否","是","否",0.75,0.75,0.25,0
"未知","本科",18,"是",3,4,"否","是","是",1,1,1,0
"女","本科",16,"是",3,4,"否","是","是",1,0.25,0.25,0
"男","未知",14,"否",3,4,"否","是","否",0.5,0,0,0.25
"未知","本科",17,"是",4,4,"否","是","否",0.75,0,0,0
"男","本科",17,"是",4,4,"否","是","否",0.25,0,0,0
"女","本科",13,"是",4,4,"否","是","否",1,0.5,0.25,0.25
"未知","未知",13,"否",2,4,"否","是","否",0.25,0.75,0.5,0.5
"男","本科",17,"是",2,4,"否","是","是",1,0,1,0.75
"男","本科",17,"是",4,4,"否","是","是",1,0,0.75,0.5
"男","本科",11,"是",1,4,"否","是","否",1,0,0,1
"男","本科",15,"是",3,4,"否","是","否",0.75,0,0,0
"未知","本科",15,"是",4,4,"否","是","否",0.75,0.25,0,0.25
"女","本科",13,"是",4,4,"否","是","否",1,0,0,0
"女","本科",13,"是",3,4,"否","是","否",1,0,0.25,0.75
"未知","211",12,"是",2,4,"否","是","否",1,0,0,0
"女","未知",7,"否",4,4,"否","是","否",1,0,0.25,1
"女","专科",15,"是",1,4,"否","是","是",1,1,1,0.25
"女","专科",15,"是",1,4,"否","是","是",1,1,0,0
"女","专科",15,"是",1,4,"否","是","是",1,0.5,0,0
"女","专科",16,"是",2,4,"否","是","是",1,1,0.5,0.75
"女","专科",15,"是",1,4,"否","是","是",1,1,0,0
"男","专科",16,"是",1,4,"否","否","是",1,1,1,1
"女","专科",14,"是",1,4,"否","是","是",1,1,0,0
"未知","专科",16,"是",2,4,"否","否","是",1,1,0,0
"未知","专科",16,"是",2,4,"否","是","否",1,1,0,0
"女","专科",16,"是",1,4,"否","否","是",1,1,0,0
"女","专科",16,"是",1,4,"否","是","是",1,0,0,0
"未知","专科",16,"是",2,4,"否","是","是",1,1,0,0
"女","专科",16,"是",1,4,"否","否","是",1,1,0.5,0.5
"未知","211",16,"是",3,4,"否","是","否",0.5,0,0,0
"男","未知",15,"否",2,4,"否","是","否",1,0,0.75,0.5
"未知","未知",12,"否",4,4,"否","是","否",1,0,0.25,0.25
"未知","本科",11,"是",3,4,"否","是","否",0.5,0.5,0.25,0.5
"男","本科",15,"是",3,4,"否","是","否",1,1,1,1
"未知","本科",15,"是",3,4,"否","是","否",1,1,0.75,1
"男","本科",15,"是",3,4,"否","是","否",1,1,0.75,0.5
"未知","本科",15,"是",3,4,"否","是","否",1,1,1,1
"男","本科",15,"是",3,4,"否","是","否",1,1,1,1
"女","本科",16,"是",3,4,"否","是","否",1,0,0.75,1
"女","本科",13,"是",3,4,"否","是","否",1,0.5,1,0.5
"女","本科",16,"是",3,4,"否","是","否",1,1,1,1
"女","本科",12,"是",3,4,"否","是","否",1,0,0,0
"女","本科",15,"是",3,4,"否","是","是",1,0.5,0.75,1
"女","本科",15,"是",3,4,"否","是","是",1,0.75,0,0
"女","本科",15,"是",2,4,"否","是","是",0.25,0.25,0,0
"男","本科",9,"是",2,4,"否","是","是",1,0,0,0.25
"未知","本科",16,"是",2,4,"否","是","否",1,0,0,0.25
"男","本科",6,"是",2,4,"否","否","否",0,0,0,0
"女","本科",14,"是",3,4,"否","是","否",1,0,0.75,1
"男","本科",14,"是",4,4,"否","是","否",0.25,0,0.25,0.25
"未知","本科",8,"是",2,4,"否","否","否",0,0,0,0
"未知","本科",4,"是",2,4,"否","是","否",1,0.75,0.75,0.75
"未知","未知",10,"否",3,4,"否","是","否",1,0,0.25,0.5
"未知","未知",16,"否",4,4,"否","否","否",0,0,0,0
"女","本科",16,"是",4,4,"否","是","否",1,1,0.25,1
"未知","本科",14,"是",4,4,"否","是","否",1,1,1,1
"未知","本科",16,"是",3,4,"否","是","是",1,0.75,0,0.75
"未知","未知",14,"否",4,4,"否","是","否",1,1,0.25,0
"未知","本科",15,"是",3,4,"否","是","否",1,1,0.75,1
"未知","本科",16,"是",3,4,"否","是","否",1,1,1,1
"女","本科",14,"是",4,4,"否","是","是",1,1,1,1
"未知","本科",15,"是",4,4,"否","是","是",1,1,1,0.75
"女","本科",15,"是",4,4,"否","是","是",1,0.5,1,1
"女","本科",14,"是",3,4,"否","是","是",1,0.75,1,1
"未知","本科",15,"是",3,4,"否","是","否",1,0.25,0.25,0.5
"女","本科",15,"是",4,4,"否","是","是",1,1,1,1
"未知","本科",15,"是",4,4,"否","是","否",1,1,0.75,0.75
"未知","本科",15,"是",4,4,"否","是","是",1,0.5,1,1
"女","本科",15,"是",4,4,"否","是","否",1,0.5,0.75,0.75
"未知","本科",15,"是",4,4,"否","是","是",1,1,0.75,1
"男","本科",15,"是",4,4,"否","是","是",1,1,1,1
"未知","本科",16,"是",4,4,"否","是","是",1,1,1,1
"未知","本科",12,"是",4,4,"否","是","否",1,0.25,0.25,0
"女","本科",16,"是",4,4,"否","是","否",1,1,1,1
"女","本科",15,"是",4,4,"否","是","否",1,1,0.75,1
"女","本科",15,"是",4,4,"否","是","是",1,0.75,0.5,0.75
"未知","本科",15,"是",4,4,"否","是","是",1,0.5,1,1
"未知","本科",15,"是",3,4,"否","是","是",1,1,0.5,1
"女","本科",15,"是",4,4,"否","是","是",1,1,1,1
"女","本科",15,"是",4,4,"否","是","是",1,1,1,1
"女","本科",15,"是",4,4,"否","是","否",1,1,0.75,0.75
"女","本科",12,"是",3,4,"否","是","否",1,0.5,1,1
"未知","985",3,"是",2,4,"否","否","否",0,0,0,0
"女","985",11,"是",4,4,"否","是","否",0.5,0,0.5,0.5
"未知","未知",2,"否",2,4,"否","是","否",1,0,0,0
"男","985",1,"是",1,4,"否","是","否",0.5,0.5,0.5,0.5
"女","专科",12,"是",3,4,"否","是","是",1,0.5,0.5,0.5
"男","专科",15,"是",2,4,"否","是","是",1,0.5,0,0
"女","专科",14,"是",3,4,"否","是","否",1,0.5,0,0
"未知","专科",15,"是",2,4,"否","是","是",1,1,0,0
"女","专科",15,"是",1,4,"否","是","是",1,1,0.75,1
"未知","专科",14,"是",2,4,"否","是","是",1,0.5,0.25,0
"女","专科",15,"是",1,4,"否","是","是",1,1,0.5,0.25
"未知","专科",14,"是",1,4,"否","是","是",1,1,0,0
"未知","专科",15,"是",3,4,"否","否","是",0.75,0,0,0
"未知","专科",15,"是",2,4,"否","是","是",1,0.75,0,0
"未知","专科",15,"是",1,4,"否","是","是",1,1,0,0
"女","专科",15,"是",1,4,"否","是","是",1,0.5,0.25,0.25
"未知","专科",14,"是",2,4,"否","是","是",1,1,0,0.5
"女","专科",15,"是",2,4,"否","是","是",1,1,0,0
"未知","专科",15,"是",2,4,"否","是","是",1,1,0,0
"女","专科",15,"是",3,4,"否","是","是",1,1,0.75,0.25
"未知","专科",15,"是",2,4,"否","是","是",1,1,1,1
"男","未知",11,"否",3,4,"否","是","否",1,0,0,0
"未知","专科",10,"是",4,4,"否","是","否",0.5,0.5,0.75,0.5
"男","专科",13,"是",3,4,"否","是","否",0.75,0,0,0
"未知","专科",10,"是",2,4,"否","是","否",0.5,0.25,0,0
"女","专科",7,"是",2,4,"否","是","否",1,0.5,1,0.75
"未知","专科",14,"是",4,4,"否","是","否",0.25,0,0,0
"未知","专科",6,"是",3,4,"否","否","否",0,0,0,0
"男","专科",14,"是",4,4,"否","是","否",1,0.25,0.25,0.25
"未知","专科",6,"是",3,4,"否","是","否",1,1,0.75,0.75
"女","本科",12,"是",2,4,"否","是","是",1,0.5,1,1
"未知","专科",6,"是",1,4,"否","否","否",0,0,0,0
"女","985",14,"是",3,4,"否","是","否",1,1,1,0.75
"女","专科",12,"是",4,4,"否","是","否",1,0.75,1,1
"未知","专科",13,"是",4,4,"否","是","否",0.75,0,0,0
"未知","专科",12,"是",4,4,"否","是","否",1,0,0,0
"未知","专科",5,"是",3,4,"否","是","否",0,0,0,0
"男","专科",7,"是",2,4,"否","是","否",0.5,0,0,0
"男","专科",7,"是",2,4,"否","是","否",0.75,0,0.75,0.5
"男","专科",10,"是",1,4,"否","是","否",0.75,0,0.75,0.75
"未知","专科",14,"是",3,4,"否","是","否",0.75,0,0,0
"未知","本科",9,"是",3,4,"否","是","否",1,0,0.25,0
"男","本科",8,"是",2,4,"否","是","否",0.75,0,0,0
"男","本科",10,"是",2,4,"否","是","是",0.25,0,0,0
"男","本科",10,"是",4,4,"否","是","否",1,0,0.25,0.75
"未知","未知",10,"否",3,4,"否","是","否",1,0,0.75,0.75
"男","本科",12,"是",3,4,"否","是","否",0.75,1,0.75,0.75
"未知","本科",6,"是",3,4,"否","是","是",1,0,0,0
"未知","本科",12,"是",4,4,"否","否","是",1,0,0,0
"男","本科",10,"是",3,4,"否","是","是",0.75,0.25,0.75,0.5
"女","专科",12,"是",3,4,"否","否","是",0.25,0,0,0
"未知","专科",10,"是",4,4,"否","是","否",1,0.75,0.75,0.75
"男","985",13,"是",4,4,"否","是","是",0.5,0,0,0
"未知","985",8,"是",2,4,"否","是","是",1,0,0,0
"男","985",13,"是",2,4,"否","是","否",1,0,0,0
"男","本科",12,"是",2,4,"否","是","否",0.25,0,0,0
"男","本科",12,"是",3,4,"否","是","否",1,0,0,0.25
"男","本科",10,"是",3,4,"否","是","否",0.75,0,0,0
"未知","未知",12,"否",4,4,"否","是","否",0.75,0,0,0.25
"男","985",13,"是",4,4,"否","否","是",0.5,0,0,0
"女","985",13,"是",2,4,"否","是","否",0.75,0,0.25,0.25
"未知","985",11,"是",4,4,"否","是","否",1,0,0,0
"未知","985",12,"是",2,4,"否","是","是",0.25,0,0,0
"男","985",13,"是",4,4,"否","是","否",1,0.5,0.75,0.5
"女","211",3,"是",1,4,"否","否","否",0,0,0,0
"女","211",13,"是",3,4,"否","是","否",1,0,0.75,0.25
"未知","本科",11,"是",2,4,"否","是","否",0.75,0.5,0.5,0.5
"未知","本科",11,"是",4,4,"否","否","是",1,1,1,0.5
"男","专科",12,"是",4,4,"否","是","否",1,0,0,0
"女","211",11,"是",2,4,"否","是","否",0.75,0.25,0.75,0.75
"男","本科",11,"是",4,4,"否","是","否",1,1,0,0
"未知","本科",10,"是",2,4,"否","是","否",1,1,1,1
"未知","本科",9,"是",2,4,"否","是","否",0.5,0,0.5,0.5
"未知","本科",10,"是",3,4,"否","是","否",1,1,1,1
"未知","专科",10,"是",3,4,"否","否","是",0.5,0,0,0
"女","专科",8,"是",2,4,"否","是","是",1,0.25,0.5,0.75
"未知","本科",12,"是",4,4,"否","是","否",1,0.25,1,1
"女","211",4,"否",3,4,"否","否","否",0,0,0,0
"女","本科",1,"是",1,4,"否","是","否",0.5,0,0,0
"未知","本科",2,"是",1,4,"否","是","否",1,0.5,0,0
"未知","211",12,"是",4,4,"否","是","否",0.75,0,0,0
"男","本科",12,"是",4,4,"否","是","否",0.5,0,0,0
"男","本科",11,"是",3,4,"否","是","否",0.5,0.5,0.5,0.5
"男","本科",12,"是",4,4,"否","是","否",0.75,0.5,0.5,0.5
"女","211",8,"是",4,4,"否","否","否",0,0,0,0
"男","本科",11,"是",4,4,"否","是","否",1,0.25,0.75,0.25
"未知","未知",4,"否",4,4,"否","是","否",1,0,0.25,0.25
"男","未知",8,"否",3,4,"否","是","否",1,0,0.75,1
"男","本科",11,"是",1,4,"否","否","是",0.5,0,0,0
"未知","本科",8,"是",1,4,"否","是","否",0.75,0,0,0
"男","本科",8,"是",1,4,"否","是","否",1,0,0.25,0
"未知","本科",10,"是",2,4,"否","是","否",1,0,0.25,0
"男","本科",8,"是",3,4,"否","是","否",0.75,0,0,0
"男","本科",8,"是",3,4,"否","否","是",0.75,0,0.5,0.5
"男","本科",8,"是",1,4,"否","是","否",0.25,0,0,0
"男","本科",8,"是",1,4,"否","是","是",1,0,0,0
"未知","本科",8,"是",1,4,"否","是","否",1,0,0,0
"男","本科",10,"是",2,4,"否","是","否",0.25,0,0.25,0
"男","本科",11,"是",1,4,"否","是","否",1,0,1,0.75
"男","本科",8,"是",3,4,"否","是","否",0,0,0,0
"男","本科",8,"是",1,4,"否","是","是",0.5,0,0,0
"未知","本科",8,"是",2,4,"否","是","是",1,0,0,0
"男","本科",8,"是",1,4,"否","否","否",0,0,0,0
"未知","本科",8,"是",2,4,"否","是","是",1,0,0.5,0.25
"未知","985",7,"是",4,4,"否","是","是",1,0.25,0,0.25
"未知","985",12,"是",2,4,"否","是","否",1,0,0,1
"未知","未知",11,"否",4,4,"否","是","否",1,0,0,0
"男","本科",8,"是",1,4,"否","是","是",1,0,0,0
"男","本科",8,"是",2,4,"否","是","是",1,0,0.25,0
"男","本科",8,"是",1,4,"否","是","是",1,0,0,0
"男","本科",8,"是",2,4,"否","是","是",0.75,0,0,0
"男","本科",9,"是",2,4,"否","是","是",0,0,0,0
"男","本科",8,"是",1,4,"否","是","否",1,0,0,0
"男","本科",11,"是",1,4,"否","否","是",1,0,0,0
"男","本科",9,"是",3,4,"否","是","否",1,0,0.75,0.75
"男","本科",8,"是",4,4,"否","是","否",1,0.5,1,1
"未知","本科",2,"是",2,4,"否","是","否",1,0.5,0,0
"未知","本科",8,"是",1,4,"否","否","是",1,0,0,0
"未知","本科",11,"是",2,4,"否","是","否",1,0,0.25,1
"男","本科",8,"是",1,4,"否","是","是",1,0,0,0
"未知","本科",8,"是",1,4,"否","是","是",1,0,0.25,0
"男","本科",8,"是",2,4,"否","是","否",1,0,0,0
"男","本科",8,"是",2,4,"否","是","否",1,0,0,0
"男","本科",10,"是",2,4,"否","是","是",0.5,0,0,0
"未知","本科",8,"是",2,4,"否","是","是",0.25,0,0,0
"未知","本科",8,"是",3,4,"否","是","否",0.25,0,0,0
"男","本科",8,"是",2,4,"否","是","否",1,0,0.75,0.25
"未知","本科",8,"是",1,4,"否","是","否",1,0,0,0
"未知","本科",8,"是",2,4,"否","是","是",1,0,0,0
"男","本科",9,"是",1,4,"否","是","是",1,0,0.25,0.75
"男","本科",8,"是",2,4,"否","是","是",1,0,0,0
"未知","本科",8,"是",2,4,"否","是","是",0.75,0,0,0
"未知","本科",8,"是",1,4,"否","是","是",1,0,0,1
"男","本科",11,"是",1,4,"否","是","是",1,0,1,1
"未知","本科",8,"是",1,4,"否","否","是",0.75,0,1,1
"未知","本科",8,"是",1,4,"否","否","是",1,0,0,0
"男","本科",8,"是",2,4,"否","是","是",1,0,1,1
"未知","本科",8,"是",2,4,"否","是","否",0,0,0,0
"男","本科",8,"是",1,4,"否","是","是",1,0,1,1
"未知","本科",8,"是",1,4,"否","是","是",1,0,0.75,0.75
"男","本科",8,"是",1,4,"否","是","是",1,0,1,1
"男","本科",11,"是",2,4,"否","是","是",1,0,1,0.75
"未知","本科",9,"是",1,4,"否","否","否",0,0,0,0
"未知","本科",8,"是",1,4,"否","否","是",1,0,1,0.75
"未知","未知",1,"否",2,4,"否","是","否",1,0,0.25,0
"未知","本科",10,"是",3,4,"否","是","否",1,1,0.75,1
"女","未知",9,"否",4,4,"否","是","否",1,0,0.5,0
"未知","未知",9,"否",3,4,"否","是","否",1,0,1,1
"未知","本科",10,"是",3,4,"否","是","否",0.5,0,0,0
"女","本科",8,"是",4,4,"否","是","否",1,0,1,1
"未知","本科",4,"是",1,4,"否","是","否",0.75,0.5,0.25,0.25
"男","本科",9,"是",4,4,"否","是","是",1,0,1,0.25
"未知","本科",10,"是",2,4,"否","是","是",1,1,1,1
"男","本科",6,"是",4,4,"否","是","否",1,0.25,0.75,0.5
"男","本科",9,"是",3,4,"否","是","否",1,1,1,1
"未知","本科",8,"是",2,4,"否","是","否",1,0,0,0
"男","本科",7,"是",2,4,"否","是","否",0,0.75,0,0.75
"男","本科",9,"是",2,4,"否","是","否",0,1,0,0.75
"未知","本科",9,"是",2,4,"否","是","否",0,1,0,1
"未知","本科",4,"是",1,4,"否","是","否",1,1,0.5,0.25
"未知","本科",4,"是",1,4,"否","是","否",1,1,0.25,0.25
"未知","本科",8,"是",2,4,"否","是","否",0,0.75,0,0
"男","本科",8,"是",2,4,"否","是","否",0.25,0.75,0,0.5
"男","本科",9,"是",1,4,"否","是","否",0,1,0,1
"男","本科",8,"是",2,4,"否","是","否",1,0,0,0
"女","本科",7,"是",2,4,"否","是","否",1,1,0.25,1
"未知","本科",8,"是",1,4,"否","是","否",1,1,0,0
"未知","本科",9,"是",3,4,"否","是","否",1,1,0.25,1
"男","本科",8,"是",2,4,"否","是","否",1,1,0,1
"男","本科",6,"是",2,4,"否","是","否",1,0.75,0.5,0.75
"未知","本科",8,"是",2,4,"否","是","否",1,0.25,0.25,0
"未知","本科",7,"是",4,4,"否","是","否",0.75,0,0.5,0.5
"未知","本科",9,"是",2,4,"否","是","否",1,1,0.75,0.75
"男","本科",6,"是",1,4,"否","是","否",1,1,0,1
"男","本科",8,"是",2,4,"否","是","否",0.75,0.25,0,0.25
"男","本科",7,"是",3,4,"否","是","否",1,1,0.5,1
"未知","本科",7,"是",3,4,"否","是","否",1,1,0,0.5
"未知","本科",6,"是",3,4,"否","是","否",1,0.25,0,0.75
